,Rating_sum,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,budget,alcohol,smoking_area,dress_code,accessibility,price,Rambience,area,other_services
680,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
681,3,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
682,0,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
683,5,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
684,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
685,4,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
686,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
687,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
688,6,FALSE,abstemious,no preference,solitary,car owner,single,independent,23,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
689,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
690,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
691,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
692,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
693,6,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
694,3,FALSE,abstemious,formal,solitary,public,single,independent,22,eco-friendly,thrifty-protector,Catholic,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
695,3,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
696,6,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
697,6,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
698,5,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
699,3,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
700,6,TRUE,social drinker,informal,solitary,car owner,single,independent,28,variety,hard-worker,Catholic,professional,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
701,0,FALSE,casual drinker,no preference,family,public,single,independent,22,variety,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
702,6,FALSE,social drinker,no preference,friends,public,single,independent,22,eco-friendly,conformist,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
703,2,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
704,5,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
705,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
706,3,FALSE,social drinker,no preference,friends,car owner,single,independent,21,retro,hard-worker,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,low,quiet,open,none
707,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
708,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
709,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
710,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
711,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
712,5,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
713,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
714,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
715,5,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
716,4,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
717,3,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
718,6,FALSE,abstemious,no preference,family,public,single,independent,81,none,hard-worker,none,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
719,5,FALSE,social drinker,formal,friends,public,single,independent,20,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
720,6,FALSE,social drinker,formal,friends,public,single,independent,20,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
721,4,FALSE,social drinker,formal,friends,public,single,independent,20,variety,thrifty-protector,none,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
722,5,FALSE,abstemious,no preference,friends,public,single,independent,29,retro,thrifty-protector,none,professional,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
723,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
724,3,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
725,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
726,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
727,3,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
728,5,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
729,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
730,5,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
731,4,FALSE,social drinker,formal,family,public,single,independent,20,none,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
732,0,FALSE,casual drinker,informal,family,public,single,independent,21,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
733,0,FALSE,casual drinker,informal,family,public,single,independent,21,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
734,3,FALSE,casual drinker,informal,family,public,single,independent,21,technology,thrifty-protector,Catholic,student,medium,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
735,3,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
736,4,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
737,6,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,closed,none
738,4,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
739,5,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
740,3,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
741,4,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,not permitted,informal,completely,low,quiet,closed,none
742,3,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
743,3,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
744,4,FALSE,social drinker,no preference,family,public,single,independent,20,none,hard-worker,none,student,low,No_Alcohol_Served,none,informal,completely,low,familiar,closed,none
745,3,TRUE,casual drinker,informal,family,public,single,independent,21,variety,conformist,Catholic,student,low,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,closed,none
746,3,TRUE,casual drinker,informal,family,public,single,independent,21,variety,conformist,Catholic,student,low,Wine-Beer,none,informal,no_accessibility,medium,familiar,closed,none
